player_id,Year,Medal
64310,1948,
64311,1948,
64316,1948,
64317,1948,
64318,1948,
64319,1952,
64320,1952,Gold
64321,1952,Silver
64322,2014,
64335,1956,
64336,1956,Bronze
64342,1956,Silver
64343,1960,
64344,1960,
64350,1964,
64351,1964,
64352,1968,
64353,1972,
64354,1972,
64355,1976,
64356,1976,
64357,1980,
64358,1980,
64359,1984,
64360,1984,
64375,1948,Bronze
64376,1948,Gold
64377,1952,
64379,1980,Bronze
64380,1984,Bronze
64383,1964,
64384,1964,
64385,1964,
64386,1964,
64391,1980,Bronze
64394,2010,
64395,2010,
64397,1998,
64398,1988,
64399,1988,Bronze
64400,1988,
64411,2010,
64412,2014,Silver
64436,1994,Gold
64440,1988,Bronze
64455,1964,
64456,1928,
64457,1928,
64458,1932,
64459,1932,
64460,1936,Silver
64462,1980,Bronze
64463,1988,Bronze
64464,1980,
64465,1980,
64466,1980,
64472,1968,Bronze
64499,1936,
64501,2006,
64502,2010,
64503,2014,
64504,2014,
64505,1984,
64521,2006,
64522,2014,
64523,2014,
64539,2014,
64540,1964,
64541,1968,
64542,1968,
64543,1992,
64544,1994,
64560,1956,
64561,1956,
64582,1972,
64583,1976,Bronze
64584,1948,
64585,1948,
64586,1948,
64587,1952,
64588,1952,
64589,1952,
64613,1972,
64615,2006,
64616,2006,
64617,1928,
64620,1992,
64621,1994,
64622,1994,Silver
64623,1994,
64624,1994,
64625,1998,
64626,1998,
64627,1998,
64628,1998,Silver
64629,2002,
64630,2002,
64631,2002,
64632,2002,Bronze
64633,2006,
64634,2006,
64635,2006,
64636,2006,
64640,1980,Gold
64642,2002,
64643,2002,
64644,2006,
64645,2006,
64646,2006,
64656,1968,
64659,2010,
64660,2010,
64661,1964,
64662,1964,
64663,1968,
64664,1968,
64669,1976,
64670,1972,
64671,1972,
64672,1976,
64673,1976,
64712,2006,
64754,1988,
64755,1988,
64756,1988,
64757,1992,
64758,1992,
64759,1992,
64760,1994,
64761,1994,
64762,1994,
64763,1994,
64764,1998,
64765,1998,
64818,1924,Silver
64888,1992,
64889,1992,
65042,1952,
65043,1952,Bronze
65044,1952,Silver
65094,2002,Silver
65095,2002,
65096,2002,Gold
65097,2002,Gold
65098,2006,
65099,2006,
65100,2006,Silver
65101,2006,
65109,1980,Bronze
65162,1960,Silver
65167,1976,
65168,1980,
65202,1960,
65203,1960,
65204,1964,
65205,1964,
65251,1984,
65252,1984,
65253,1984,
65256,1998,
65257,1998,
65258,2002,
65278,2014,
65292,1994,
65293,1994,
65294,1994,
65308,2014,Bronze
65311,1992,
65312,1992,
65313,1992,
65314,1992,
65315,1994,
65316,1994,
65317,1994,
65318,1998,
65319,1998,
65320,1998,
65321,1998,
65353,1964,
65412,1994,
65413,1998,
65414,2002,
65432,1972,
65433,1972,
65437,1928,Gold
65438,1928,Silver
65439,1928,Bronze
65440,1928,
65441,1932,Silver
65442,1932,
65443,1932,
65444,1932,
65445,1948,
65446,1948,Bronze
65448,2010,
65449,2010,Bronze
65469,1932,Silver
65498,2002,
65499,2006,
65500,2014,
65528,2010,
65540,1948,
65541,1948,
65571,1972,
65572,1972,
65573,1972,
65591,1992,
65592,1992,
65610,1952,
65611,1952,
65612,1952,
65665,1994,
65666,1968,
65667,1968,
65668,1968,
65690,2014,
65691,2014,
65692,2014,
65694,2014,
65695,2014,
65743,2006,
65744,2006,
65745,2010,
65746,2010,
65747,2010,
65748,2010,
65749,2014,Bronze
65750,2014,
65785,1948,
65786,2002,
65787,2002,
65788,2006,Gold
65789,2006,Bronze
65790,2006,
65791,2006,Gold
65792,2010,
65793,2010,
65794,2010,
65843,1984,
65844,1988,
65845,1998,
65846,1998,
65847,2002,
65848,2002,
65869,1998,
65870,2002,
65871,2002,
65872,2002,
65873,2006,
65874,2010,
65887,2010,
65888,2014,
65889,1968,
65899,1992,
65900,1994,
65927,1992,
65928,1992,
65929,1994,
65930,1994,
65931,1994,Gold
65932,1984,
65933,1984,
65965,1980,
65966,1980,
65967,1984,
65968,1984,
65969,1984,
65981,1984,
65982,1984,
65983,1988,
65984,1988,
66019,2002,
66020,2006,
66021,2010,
66022,1924,
66024,1964,
66025,1968,
66034,1992,
66036,2014,
66037,2014,
66038,2014,
66041,2014,
66058,1924,
66086,2014,
66087,2014,
66088,2014,
66089,2014,
66090,2014,
66128,1968,
66129,1968,
66130,1968,
66131,1968,
66132,1972,
66133,1972,
66134,1972,
66135,1972,
66136,1976,
66137,1976,
66138,1972,
66139,2010,Bronze
66140,2010,
66141,2010,
66142,2010,
66143,2014,
66144,2014,
66145,2014,
66146,2014,
66147,2014,
66157,2014,
66158,2014,
66159,2014,
66214,1964,
66226,2010,
66227,1952,Gold
66228,1952,Gold
66233,1984,
66234,1984,
66235,1984,
66236,1988,
66237,1988,
66238,1988,
66239,1952,Silver
66241,1988,
66254,1968,
66292,2010,
66293,2014,Gold
66313,1976,
66315,1932,
66322,2006,
66323,2006,
66324,2006,
66335,1952,
66336,1952,
66337,1964,
66338,1964,
66339,1964,
66340,1968,
66341,1968,Silver
66342,1968,Bronze
66343,1972,
66364,2014,
66365,2014,Silver
66366,2014,
66390,2006,
66391,2014,
66393,2006,
66394,2006,
66395,2010,
66396,2010,
66397,2014,
66398,2014,
66399,2006,
66400,2006,
66401,2006,
66402,2006,
66403,2014,
66404,2014,
66405,2014,
66408,2002,
66409,1964,
66410,1964,
66411,1964,
66434,2014,
66435,2014,
66436,2014,
66440,1998,
66441,1998,
66512,1964,
66513,1964,
66514,1964,
66515,1968,
66516,1968,
66517,1968,
66518,1964,
66519,1964,
66520,1964,
66521,1968,
66522,1976,
66523,1976,
66530,1972,Bronze
66533,1948,
66535,1984,
66538,2014,
66542,1980,
66543,1980,
66544,1980,
66545,1980,
66569,2010,
66615,2002,
66623,1992,
66624,1992,
66625,1992,
66627,1936,
66628,2014,
66629,2014,
66646,1998,
66647,1998,
66648,1998,
66649,2002,
66650,2002,
66651,2002,
66652,2002,
66658,1998,
66659,1998,
66662,1964,
66667,1936,Silver
66719,1936,Silver
66722,1992,
66723,1992,
66729,1932,Silver
66742,1992,
66743,1992,
66744,1994,
66750,1928,Bronze
66751,1928,
66752,1928,
66753,1932,
66777,2014,Gold
66780,1988,
66785,1960,
66786,1960,
66787,1960,
66788,1964,
66794,2014,
66799,1992,
66800,1992,
66801,1994,
66802,1948,
66803,1948,Gold
66805,2006,
66806,2006,
66809,1952,
66810,1952,
66811,1952,
66812,1956,
66813,1956,
66814,1960,
66815,1960,
66816,1980,
66817,1980,
66818,1980,
66819,1956,
66820,1956,
66838,1928,Bronze
66852,1968,
66853,1968,
66854,1968,
66857,1988,
66858,1984,
66859,1988,Gold
66860,1948,
66861,1948,
66862,1952,
66871,1988,Gold
66908,2010,
66909,2010,
66910,2014,Silver
66911,2014,
66912,2014,
66913,2002,
66914,2002,
66915,2006,
66916,2006,
66917,2006,
66921,1956,
66922,1956,
66923,1960,
66924,1960,
66925,1960,
66926,1994,
66927,1994,
66928,1998,
66929,1998,
66930,2002,
66931,2002,
66932,2002,
66945,1968,
66949,2010,
66950,2010,
66951,2010,
66952,2014,
66953,2014,
66954,2014,
66962,1968,
66963,1972,
66964,1972,
66973,2014,
67000,1992,
67001,1992,
67002,1992,Silver
67003,1994,
67004,1994,
67005,1994,
67006,1994,Bronze
67007,1994,Gold
67008,1998,
67009,1998,Bronze
67010,1998,
67011,1998,
67012,1998,Silver
67013,2002,
67014,2002,
67038,1972,
67039,1972,
67041,1924,
67080,2002,
67104,1976,
67105,1984,
67113,1948,
67114,1948,
67137,1972,
67138,1972,
67139,1976,
67142,1994,
67143,1994,
67144,1998,
67145,1998,
67146,1964,
67147,1964,
67148,1964,
67149,1968,Silver
67150,1968,
67153,1928,
67157,1998,
67158,2002,
67176,2010,
67177,2010,
67178,2014,
67194,1972,
67248,2014,
67278,1994,
67294,1948,
67295,1956,
67347,2002,
67349,1994,
67350,1994,
67351,1994,Silver
67355,2010,
67356,2010,
67357,2010,
67367,1976,
67368,1980,
67388,1988,
67392,1960,
67393,1960,
67394,1960,
67395,1998,
67396,1998,
67412,1976,
67413,2002,
67414,1976,
67415,1976,
67416,1976,
67417,2002,
67419,2014,
67420,2014,
67421,1936,Silver
67422,1936,Silver
67423,1948,Silver
67424,1948,
67425,1952,Bronze
67426,1952,Bronze
67431,1994,
67432,1998,
67441,1932,
67442,1932,
67443,1932,
67444,1932,
67445,1928,
67446,1964,
67447,1964,Gold
67448,1968,
67449,1968,
67450,1972,
67451,1948,
67523,1964,
67524,1968,
67525,1972,
67530,1984,
67531,1984,
67532,1988,
67533,1988,
67534,1988,
67535,1992,
67536,1992,
67537,1992,Silver
67538,1994,
67539,1972,
67540,1976,
67547,1968,
67551,1998,
67556,1968,
67569,1998,
67570,1992,
67571,1992,
67593,2010,
67609,1988,
67614,1976,
67645,1956,Silver
67646,1956,
67647,1956,
67662,2006,
67663,2014,
67670,1956,
67671,1960,
67672,2006,
67673,2010,
67676,1964,
67687,1964,
67688,1964,
67691,1980,
67692,1972,
67693,1976,Silver
67706,1998,
67707,1998,
67708,1998,Bronze
67709,2002,
67710,2002,
67711,2002,Bronze
67720,1998,
67742,2014,
67746,1988,
67747,1988,
67748,1992,
67749,1992,
67755,2014,
67760,2010,
67761,2010,
67762,2010,
67763,2014,
67764,2014,Gold
67765,2014,Silver
67766,2014,
67771,2006,Bronze
67812,1988,
67813,1988,
67814,1988,
67815,1988,
67816,1988,
67817,1992,
67818,1992,
67819,1992,
67820,1992,
67821,1992,
67822,1994,
67823,1994,
67824,1994,
67853,2010,
67854,2010,
67859,1964,
67887,1976,
67888,1976,
67889,1980,
67890,1980,
67891,1984,
67954,2010,
67955,2010,
67956,2010,
67957,2010,
67958,2014,
67959,2014,
67960,2014,
67961,2014,
67962,2014,
67963,2006,
67964,2006,
67965,2010,
67966,2010,
67968,1988,
67975,2014,
67990,1998,
68072,1992,
68073,1992,
68117,1984,
68118,1984,
68131,2014,
68132,2014,
68133,2014,
68162,1998,
68163,2002,
68164,2006,
68174,2010,
68175,2014,
68200,1992,
68201,1992,
68304,2014,
68311,1980,
68312,1984,
68313,1984,
68314,1988,
68315,1988,
68316,1988,
68317,1992,
68318,1992,Bronze
68319,1984,
68320,1984,
68321,1968,
68322,1968,
68323,1968,
68324,1972,
68325,1972,Gold
68326,1976,
68327,1976,
68328,1976,
68329,1980,
68330,1980,
68331,1980,
68332,1976,
68333,1976,
68334,1976,
68335,1984,
68336,1984,
68337,1988,
68338,1988,
68339,1988,
68365,1952,
68369,1952,
68370,1952,
68371,1952,
68372,1956,
68373,1956,
68374,1956,
68375,1948,
68376,1948,
68377,1952,
68378,1952,
68379,1952,
68413,1980,
68414,1980,
68415,1980,
68442,2006,Gold
68477,1998,
68483,1956,
68490,1994,
68609,1994,
68610,1998,
68635,1924,
68662,1988,
68670,1964,
68671,1964,
68672,1960,
68673,1964,
68674,1964,
68696,2002,
68697,2002,
68698,2002,
68699,2002,
68700,2006,
68701,2006,
68702,2006,
68703,2006,
68704,2006,
68705,2010,
68706,2010,Gold
68707,2010,
68708,2010,
68709,2010,
68710,2014,
68711,2014,
68712,2014,
68713,2014,
68714,2014,
68717,1968,
68724,1976,
68725,1976,
68726,1976,
68727,1980,
68728,1980,
68737,2006,
68738,2006,
68739,2006,
68748,2010,
68749,2010,
68761,2006,
68762,2006,
68763,2010,
68764,2010,
68765,2014,
68766,2014,
68767,2014,
68768,2014,Bronze
68774,1972,
68784,1980,Silver
68785,1984,Gold
68786,1988,Gold
68819,2006,
68820,1988,
68821,1992,
68822,1992,
68824,2014,
68825,2014,
68826,2014,
68827,1928,
68872,2002,
68873,2002,
68874,2010,
68875,1992,
68876,1992,
68877,1992,
68880,2014,
68881,2014,
68888,2010,
68889,2010,
68906,2006,
68908,2010,
68949,1988,
68950,1988,
68951,1988,
68952,1988,
68953,1992,
68954,1992,
68955,1992,
68956,1992,
68957,1992,
68961,1984,
68962,1988,
68963,1988,Bronze
68991,1972,Bronze
68992,1972,Bronze
68993,1968,
68994,1972,
68995,1964,
68996,1968,
68997,1968,
68998,1968,
69004,1968,
69005,1968,
69006,1968,
69011,1992,
69012,1994,
69013,1994,
69017,1956,
69018,1956,
69056,1984,Gold
69057,1984,
69058,1988,
69059,1988,Silver
69060,1988,
69068,1994,
69069,1998,
69110,1984,
69111,1984,
69112,1984,
69155,1984,
69156,1984,
69175,1980,
69176,1980,
69177,1984,
69178,1984,
69179,1988,
69180,1988,
69183,1948,
69200,1998,
69203,1956,
69204,1956,
69205,1956,
69227,2002,
69228,2002,
69229,2002,Bronze
69230,2006,
69231,2006,
69232,2006,Silver
69233,2006,
69234,2010,
69235,2010,
69236,2010,
69237,2014,
69238,2014,
69239,1968,
69248,1994,
69249,1994,
69250,1994,
69251,1994,
69252,1998,
69253,1998,
69254,1998,
69255,2002,
69256,2002,
69257,2002,
69258,2002,
69265,1998,
69266,1998,
69267,1998,
69268,2002,
69269,2002,
69270,2002,
69271,2010,
69272,2010,
69273,2010,
69285,1992,
69286,1992,
69306,1998,
69307,1998,
69308,1998,
69309,2002,
69310,2002,
69311,2002,
69312,2002,
69313,2006,
69314,2006,
69315,2006,
69316,2006,
69337,1984,
69338,1988,
69339,1992,
69353,1998,
69354,1952,Bronze
69375,1972,
69376,1972,
69377,1972,
69378,1972,
69379,1976,
69380,1976,
69381,1976,
69382,1980,
69383,1980,
69384,1980,
69385,1980,
69390,1964,
69391,1964,
69392,2006,
69393,2006,
69394,2006,
69395,2010,
69396,2010,
69397,2010,
69398,2014,
69399,2014,
69400,2014,
69407,1992,
69408,1992,
69409,1994,
69410,1924,
69423,2010,Bronze
69429,2010,
69430,2010,
69437,2006,
69438,1924,Gold
69485,1998,
69488,1924,
69508,1972,
69509,1972,
69510,1972,
69537,1994,
69576,2006,
69578,1976,
69579,1976,
69619,1964,Gold
69620,1968,Gold
69621,1972,Gold
69622,1952,
69630,1972,
69631,1972,
69632,1972,
69633,1976,
69634,1976,
69635,1976,
69636,1980,
69637,1984,
69638,1984,
69639,1984,
69640,1972,
69641,1972,
69642,1976,
69643,1976,
69644,1976,
69645,1980,
69646,1980,
69647,1980,
69648,1984,
69649,1984,
69650,1984,
69651,2014,
69653,2006,
69654,2010,
69655,2010,Gold
69656,1948,
69658,1956,
69659,1984,
69660,1984,
69661,1988,
69662,1988,
69686,2006,
69688,1980,
69689,1984,
69690,1984,
69691,1984,Bronze
69692,1988,
69693,1988,
69694,1988,Silver
69695,1992,Gold
69696,1988,
69697,1988,
69713,1984,
69714,1988,
69722,2002,
69739,2002,
69740,2006,
69744,1976,
69746,2006,
69747,2006,
69748,2006,
69749,2010,
69750,2010,
69751,2010,
69752,2014,
69753,2014,
69758,1988,
69759,1992,
69761,2002,
69762,2006,
69763,1994,
69764,1994,Bronze
69765,1994,Gold
69766,1998,
69767,1998,
69768,1998,Gold
69769,2002,Silver
69770,2002,
69771,2002,
69772,2002,Silver
69773,2006,Gold
69774,2006,Bronze
69775,2006,
69776,2006,
69777,2006,Gold
69780,2014,
69794,1968,
69795,1968,
69796,1968,
69797,1972,
69798,1972,
69799,1972,
69815,2014,
69817,2014,
69818,2002,
69819,2006,
69820,2010,
69821,2014,
69822,2014,
69823,2002,
69824,2002,
69828,1928,
69832,1968,Silver
69833,1968,
69839,1976,
69840,1980,
69851,1932,
69852,1928,Gold
69864,2006,
69875,1998,Bronze
69876,2002,
69877,2006,
69878,1928,Gold
69879,1932,Gold
69943,2006,
69945,1948,Silver
69946,1948,
69947,1952,
69957,1932,Silver
69985,1998,
69986,1998,
69987,1998,
69988,2002,Gold
69989,2002,
69990,2006,
69991,2006,
69994,1976,
69995,1976,
69996,1976,
69999,1998,
70003,2014,
70031,1984,
70032,2014,
70036,1992,
70037,1992,
70038,1992,
70039,1992,
70040,1948,
70044,1980,
70045,1964,
70046,1976,
70047,1976,
70048,1976,
70049,1980,
70050,1980,
70051,1980,
70053,2010,
70069,1992,
70070,1992,
70071,1994,
70072,1994,
70075,1932,
70076,2002,
70077,2002,
70078,2002,
70098,1988,
70099,1988,Silver
70100,1988,
70101,1988,
70102,1992,
70103,1992,
70104,1992,
70105,1994,
70106,1994,
70107,1994,Silver
70108,1998,
70155,2006,
70156,2010,
70157,2014,
70158,2014,
70159,1980,
70160,1984,
70162,1988,
70163,1988,
70164,1988,
70165,1992,
70166,1992,
70167,1994,
70168,1994,
70169,1994,Bronze
70184,2010,
70185,2010,
70186,2010,
70187,2010,
70188,2010,
70189,2014,
70190,2014,
70191,2014,
70192,2014,
70193,2014,Bronze
70194,1984,
70211,2010,
70212,1960,
70221,1928,
70224,1988,
70225,1988,
70240,1994,
70241,1994,
70242,1998,
70243,1998,
70255,1960,
70256,1924,
70257,1924,
70258,2010,
70259,2002,
70260,2002,
70261,2006,
70262,2006,
70263,2006,
70264,2006,
70265,2010,
70266,2010,
70288,1964,
70289,1968,Gold
70292,2006,Silver
70294,1998,
70295,1998,
70296,2002,
70309,1980,
70310,1980,
70336,2014,
70337,2014,
70338,2014,
70358,1998,
70359,2002,
70360,2006,Bronze
70362,2010,
70363,2010,
70364,2014,
70365,2014,
70366,2014,
70388,1998,
70389,2002,Gold
70398,1980,
70399,1980,
70427,2010,
70428,2014,
70435,2014,
70445,1952,Bronze
70452,1968,
70453,1976,Silver
70482,2002,
70483,2002,
70484,2002,
70485,2006,
70486,2006,
70487,2006,
70488,2006,
70566,1964,
70567,1968,
70572,2006,
70597,2006,Silver
70598,2010,
70599,2010,Silver
70600,2010,
70601,2014,
70602,2014,
70605,1968,Silver
70606,1968,
70607,1972,Silver
70608,1972,
70615,2002,Gold
70616,2006,
70626,1980,Bronze
70627,1984,
70628,1984,
70629,1988,
70643,2014,
70644,2014,
70647,1984,
70684,1972,
70685,1972,
70686,1992,
70687,1992,
70688,1992,
70689,1992,
70690,1992,
70743,1992,
70744,1994,
70767,1992,
70772,2010,
70773,2014,
70774,2014,Bronze
70775,1992,
70776,1992,
70777,1992,
70778,1992,
70779,1992,
70802,1984,Gold
70803,1988,
70864,2006,
70866,1988,
70890,2006,
70891,2006,
70892,2006,
70893,2006,Bronze
70894,2006,
70895,2010,
70896,2010,
70897,2010,
70898,2010,
70900,1948,
70901,1952,
70908,1984,
70910,1972,
70922,2002,
70923,2002,
70924,2002,
70927,2010,
70928,2014,
70944,1964,
70959,1928,
70988,1976,
70989,1976,
70990,1976,
70991,1980,
70992,1980,
70993,1980,
70995,2006,
70996,2010,
71000,1980,
71001,1980,
71002,1980,
71005,1994,
71006,1998,
71007,2002,
71010,2006,
71011,2006,
71012,2006,Bronze
71013,2010,Bronze
71014,2010,
71015,2010,
71016,2010,
71017,2014,Silver
71018,2014,
71019,2014,Bronze
71020,2014,Bronze
71029,2002,
71030,2006,
71033,2014,
71034,2014,
71035,1972,
71036,1972,
71037,1976,
71051,2006,
71068,1964,
71069,1964,
71080,1998,
71081,2002,Gold
71082,2006,
71117,1992,
71132,1998,Gold
71152,2014,
71162,2010,
71178,1968,
71214,1960,Silver
71215,1964,
71225,1984,
71251,1972,Bronze
71252,1972,Silver
71253,1976,
71254,1976,
71255,1976,Gold
71256,1976,Silver
71274,1972,
71275,1972,
71277,1964,
71278,1964,
71279,1964,
71280,1988,
71281,1988,
71283,1956,
71285,1960,
71286,1960,
71287,1960,
71297,1992,
71298,1992,
71299,1992,
71300,1992,
71301,1994,
71302,1994,
71303,1998,
71304,1998,
71305,1998,
71306,1998,
71307,1998,
71308,2002,
71309,2002,
71310,2002,
71311,2010,
71312,2014,
71315,1994,Gold
71316,1998,
71317,2006,Gold
71318,2010,
71331,1992,
71332,1992,
71333,2010,
71334,2014,
71351,2006,
71357,1984,
71358,1984,
71359,1968,
71362,2014,Bronze
71375,2002,
71376,2002,
71378,1992,
71379,1992,
71422,2002,
71423,2002,
71424,2002,
71425,2002,
71426,1998,
71427,1998,
71428,2002,
71429,2002,
71430,2002,
71431,2002,
71450,1994,
71454,2014,Gold
71455,2002,
71456,2006,
71457,1998,
71458,1998,
71460,1968,
71469,1972,
71470,1972,Gold
71477,1948,Bronze
71478,1952,
71490,1992,
71491,1992,
71492,1994,
71503,1992,
71504,1994,
71505,1994,
71506,1994,
71510,1936,
71551,1936,Gold
71555,2006,
71557,1976,
71601,1988,
71615,1964,
71616,1964,
71619,1984,
71620,1984,
71621,1988,
71622,1988,
71623,1988,
71624,1992,
71625,1992,
71626,1992,
71632,1984,
71633,1984,
71635,1988,
71636,1988,
71637,1992,
71638,1992,
71639,1994,
71684,1994,
71685,1998,Silver
71698,1948,
71719,2002,
71720,2006,
71726,2010,
71727,2010,
71728,2010,Silver
71729,2010,
71730,2010,
71731,2014,
71732,2014,
71733,2014,Gold
71734,2014,Silver
71735,2014,Gold
71736,2014,
71737,2006,
71738,2010,
71739,2010,
71740,2010,
71741,2010,
71742,2014,
71743,2014,
71744,2014,
71745,2014,
71747,1992,
71748,1992,
71749,1994,
71750,1994,
71779,1980,
71780,1980,
71785,2002,
71786,2002,
71793,1968,
71794,1968,
71795,1968,
71796,1948,
71797,1948,
71825,2014,
71827,2006,
71828,2006,
71840,1984,
71897,1980,
71898,1984,
71899,1988,
71901,1972,
71902,1972,
71903,1972,
71954,1972,
71955,1992,
71967,1984,
71980,1998,
72009,1936,
72019,1998,
72020,2002,
72021,2002,Silver
72022,2006,
72033,1968,
72038,1924,
72100,1998,Silver
72101,2002,
72102,1924,
72103,1928,
72170,2006,
72171,2010,
72178,1956,
72179,1956,Silver
72180,1956,
72181,1960,
72182,1960,
72183,1960,
72227,1984,
72228,1998,
72234,1976,
72241,2014,
72245,1988,
72246,1988,
72290,1928,
72302,1994,
72303,1998,
72304,2002,
72320,1980,
72321,1984,Silver
72322,1984,
72329,1980,
72362,1988,
72363,1994,
72364,2014,
72365,2014,
72366,2014,
72373,2010,
72386,1992,
72387,2002,
72388,2002,
72389,2002,Bronze
72419,1976,
72427,1984,
72428,1984,
72432,1948,
72433,1948,Gold
72434,1948,Silver
72451,1992,
72452,1992,
72453,1992,
72454,2002,
72455,2006,
72488,2006,
72489,2010,
72490,2006,
72496,1972,Silver
72522,1976,
72523,1980,Silver
72527,1948,
72528,1948,
72529,1952,
72530,1952,
72546,2006,
72548,2006,
72549,2010,
72550,2014,Bronze
72575,1932,Silver
72643,2010,
72644,2014,
72650,1936,
72651,1948,
72661,2006,
72662,2010,
72663,2014,
72690,1952,
72691,1952,
72692,1952,
72697,1994,
72698,1998,
72699,1998,
72700,2002,
72701,2002,
72702,2002,
72703,2006,
72704,2006,
72705,2006,
72706,2006,Bronze
72707,2002,
72708,2006,Bronze
72709,2006,Gold
72745,2006,
72752,2002,
72753,2002,
72754,2002,
72755,2002,
72756,2006,
72757,2006,
72758,2006,
72759,2010,
72760,2010,
72761,2010,
72762,2014,
72763,2014,
72764,2014,
72772,1968,
72773,1968,
72774,1972,
72797,1976,
72798,1976,
72816,1968,
72817,1956,
72818,2010,
72819,2002,Silver
72820,2010,
72821,2010,
72822,2010,
72823,2010,
72824,2010,
72825,1964,
72831,2014,
72832,1936,
72836,1988,
72837,1988,
72838,1984,
72839,1984,Bronze
72842,1988,
72843,1988,
72849,1992,
72850,1992,
72851,1992,
72852,1994,
72853,1994,
72854,1998,
72855,1998,
72856,1998,
72857,2002,
72858,2002,
72859,2002,
72870,1994,
72871,1994,
72872,1998,
72873,1998,
72877,1998,
72891,1936,Bronze
72892,1936,
72893,1984,
72903,2014,
72904,2014,
72916,2006,
72937,1998,
72941,1980,
72942,1980,
72957,2010,
72958,2010,
72959,2010,
72960,2014,
72961,2014,
72962,2014,
72971,2010,
72972,2010,
72973,2010,Bronze
72974,2014,Gold
72975,2014,
72976,2014,Silver
72985,1976,
72993,1998,
72994,1998,
72995,1998,
73024,2014,
73025,2014,
73026,2014,Gold
73053,1936,
73054,1964,
73055,1964,
73074,2010,
73075,2010,
73079,2002,
73080,1968,
73086,1948,
73129,2006,Gold
73134,1992,
73147,1964,
73148,2014,
73149,2014,
73199,1984,
73200,1988,
73201,1992,
73205,2002,
73206,2002,
73207,2002,
73208,1998,
73209,1998,Bronze
73210,2002,
73211,2002,Gold
73212,2002,
73213,2002,
73214,2006,Bronze
73215,2006,
73216,2006,
73217,2006,Gold
73218,2010,
73219,2010,
73220,2010,Gold
73240,1988,
73241,1992,
73250,1992,
73254,1936,
73255,1928,Bronze
73259,1980,
73276,1976,
73277,1976,
73282,1976,
73306,1964,
73316,1994,
73317,1994,
73318,1994,
73319,1994,
73320,1976,
73321,1984,
73337,2014,
73338,1984,
73353,1988,
73354,1988,
73355,1988,
73356,1988,
73357,1988,
73358,1988,
73359,1988,
73360,1994,
73361,1994,
73362,1994,
73363,1994,
73364,2006,
73388,1960,
73411,2014,
73412,2006,
73444,1948,
73445,1948,
73447,1976,
73448,1980,
73449,1980,
73450,1984,
73451,1988,Bronze
73452,1988,
73453,1972,
73454,1972,
73455,1972,
73456,1976,
73457,1976,
73458,1976,Bronze
73463,1956,
73464,1956,
73472,1980,
73500,1988,
73501,1988,
73502,1992,
73503,1992,
73504,1994,
73527,2002,
73528,2006,
73535,2014,Silver
73536,2014,Gold
73537,1964,
73539,1980,
73561,1972,
73567,1972,Silver
73575,2010,
73590,2006,
73591,2006,
73630,1968,
73631,2006,
73632,2010,
73649,1976,
73650,1976,
73651,1976,
73732,2006,
73754,1980,
73769,1976,
73770,1976,
73779,2006,
73780,2014,
73784,2014,
73786,2014,
73798,2006,
73799,2010,
73800,2010,
73801,2010,
73811,1992,
73816,2014,
73817,2014,
73830,1952,
73831,1952,
73832,1952,
73833,1964,
73834,1968,
73835,1968,
73836,1972,
73837,1972,
73850,1998,
73865,1998,
73875,1992,
73876,1992,
73888,1980,
73889,1980,
73896,2002,
73897,2002,
73898,2002,
73899,2002,
73900,2006,
73901,2006,
73902,2006,
73903,2010,
73904,2010,
73905,2010,
73917,1960,
73918,1964,
73919,1964,
73920,1964,
73921,1964,
73922,1968,
73923,1968,
73924,1968,
73957,2010,
74013,2014,
74059,1988,
74078,1998,Silver
74079,1998,Gold
74080,1998,Gold
74081,2002,
74082,2002,
74083,2002,
74091,1980,
74092,1984,
74093,1984,
74108,1968,
74109,1972,
74110,1976,Bronze
74111,1994,
74112,1994,
74131,2006,
74153,1956,
74186,1964,
74187,1972,
74188,1928,
74189,2010,
74211,2002,
74244,1972,
74247,1998,
74248,2002,
74249,2002,
74250,1992,
74251,1992,
74252,1992,
74253,1992,
74254,1994,
74255,1994,
74256,1998,Silver
74257,2002,
74262,2002,
74263,1936,
74268,1984,
74269,1984,
74270,1988,
74271,1988,
74272,1998,
74273,2002,Bronze
74274,2006,
74276,1984,
74277,1984,
74278,1988,
74282,2006,
74329,1956,
74330,1960,
74331,1960,
74332,1998,Silver
74333,2002,Bronze
74334,2010,
74335,2010,
74336,1994,
74338,1972,
74339,1976,Bronze
74340,1976,
74341,1976,Gold
74342,1980,
74343,1980,
74344,1980,Silver
74346,2010,
74347,2014,
74372,1992,
74373,1994,
74374,1994,
74375,1994,Silver
74376,1998,
74377,1998,
74378,1998,
74400,1948,Silver
74401,1968,
74402,1968,
74403,1968,
74404,1972,
74405,1972,
74424,2006,
74425,2010,
74502,1948,
74517,1980,
74546,2014,
74553,1988,
74585,1932,
74588,1936,
74591,2002,Gold
74592,2006,
74595,1984,
74607,1994,
74608,1994,Bronze
74609,1994,
74610,1998,
74611,1998,
74612,1998,Gold
74613,2002,Gold
74614,2002,
74615,2002,Bronze
74616,2002,Gold
74617,2014,
74618,2010,
74619,2010,
74620,2014,
74621,2014,
74622,2014,
74623,2014,
74625,1992,Silver
74629,1976,
74630,1976,
74631,1980,
74632,1980,
74633,1992,
74634,1992,
74635,1992,
74636,1968,
74642,1984,
