player_id,Year,Medal
7473,1984,
7474,1984,
7489,1980,
7490,1980,
7491,1984,
7492,1984,
7560,1936,
7561,1936,
7562,1936,
7570,1998,
7571,2002,
7603,2002,
7631,2006,
7632,2006,Gold
7633,2010,
7634,2010,
7635,2010,
7636,2014,
7637,2010,
7638,2010,
7639,2010,
7640,2010,
7641,2014,
7642,2014,
7643,2014,
7644,2014,
7673,1984,
7674,1984,
7685,1936,
7686,1936,
7690,1936,
7691,1956,
7703,2014,
7710,2006,
7720,1980,
7721,1980,
7722,1964,
7723,1964,
7724,1964,
7725,1968,
7726,1968,
7727,1968,
7730,1956,
7731,1956,
7732,1956,
7759,2014,
7762,2010,
7763,2010,
7764,1984,
7765,1984,
7766,1984,
7767,1988,
7768,1988,
7776,1980,
7777,1980,
7778,1980,Bronze
7779,1984,Silver
7780,1984,Gold
7781,1984,Bronze
7782,1988,
7783,1988,
7784,1988,Silver
7785,2002,
7786,2002,
7787,2002,
7788,2002,Bronze
7789,2006,Bronze
7790,2006,
7791,2006,
7792,2006,Silver
7793,2010,
7794,2010,
7795,2010,Silver
7796,2010,
7797,2014,
7798,2014,
7799,2010,
7800,2010,
7801,2010,
7802,2014,
7803,2014,
7806,2010,
7809,1988,
7810,1988,
7811,2010,
7838,1952,
7852,1948,
7853,1956,
7854,1956,Gold
7855,1956,Bronze
7856,1956,
7861,2006,
7890,1998,
7895,1956,
7896,1956,Gold
7897,1960,
7898,1960,Bronze
7899,1960,
7900,1960,Bronze
7915,2014,
7916,2002,
7917,2002,
7918,2006,
7919,2006,
7933,1998,Bronze
7934,2002,Gold
7951,1964,
7952,1964,
7953,1964,
7954,1968,
7955,1968,
7956,1968,
7957,1988,
7966,2006,
7967,2010,
7987,2002,Bronze
7988,2002,
7989,2006,Bronze
7990,2006,Bronze
7992,1988,
8052,2002,
8053,2002,
8054,2006,
8055,2006,
8056,2006,
8057,2006,Gold
8058,2010,
8059,2010,
8060,2010,
8061,2010,Gold
8072,1928,
8082,2006,
8102,2006,
8105,2002,Gold
8108,1976,
8109,1980,
8110,1980,
8115,1994,
8116,1994,
8117,1994,
8118,1998,
8119,1998,
8120,1998,
8121,1998,
8122,2002,
8123,2002,
8124,2002,
8125,2006,
8126,2006,
8127,2006,
8128,2006,
8129,2006,
8160,2006,
8161,2010,Silver
8162,2014,
8202,1980,
8203,1980,
8204,1980,
8205,2002,
8206,2002,
8207,2002,
8208,2002,
8209,2010,
8210,2010,
8211,2010,
8213,1998,
8214,2006,
8215,1988,
8217,2010,
8218,2010,
8232,2014,Bronze
8235,2014,
8236,2014,
8255,1998,
8256,2002,
8257,2010,
8289,1998,
8290,1998,
8291,2002,Silver
8306,2014,
8307,2014,Silver
8322,1972,
8330,1998,
8331,1998,
8332,2002,
8333,2002,
8334,2006,
8335,2006,
8336,2006,
8337,2006,
8353,2006,
8356,1964,Gold
8357,1964,
8358,1968,
8359,2010,
8360,2010,
8361,2010,
8362,2010,
8363,2014,
8364,2014,
8365,2014,
8366,2014,
8379,1952,
8388,1994,
8389,1994,
8390,1994,
8391,1998,
8392,1998,
8399,2014,
8418,1972,
8422,1964,
8428,1968,
8429,1972,Bronze
8432,1992,
8433,1992,
8434,1992,
8435,1992,
8436,1992,
8437,1994,
8438,1994,
8439,1994,
8440,1994,
8441,1998,
8442,1998,
8443,1998,
8444,1998,
8445,2014,
8446,1952,
8447,1952,
8457,1968,
8458,1968,
8460,2010,
8461,2014,
8466,1998,
8483,1988,
8484,1988,
8485,1988,
8486,1992,
8487,1994,
8488,1994,
8489,1998,
8509,2006,
8516,1998,Bronze
8517,1998,Gold
8518,2002,
8519,2002,
8520,2002,
8521,2002,Gold
8522,2006,
8523,2006,
8524,2006,Silver
8525,1992,Silver
8526,1992,
8527,1994,Silver
8528,1994,
8538,1992,
8540,1948,
8550,1980,
8551,1984,
8552,1984,
8553,1992,
8554,1992,
8555,1994,
8581,1992,
8582,1992,
8583,1992,
8584,1998,
8610,1988,
8611,1988,
8612,1992,
8613,1992,Gold
8616,1948,
8622,1976,
8623,1976,
8624,1976,
8631,1948,
8632,1948,
8634,2006,Gold
8635,2010,Gold
8636,2014,Gold
8704,1998,
8711,1972,
8712,1972,
8729,1998,
8730,2006,Gold
8738,1998,
8739,1968,
8748,1992,
8749,1988,
8750,1992,
8830,2010,
8831,2014,
8871,1972,
8888,2002,
8889,1968,
8890,1968,
8891,1956,
8892,1956,
8893,1960,
8894,1960,
8895,1960,
8896,1964,
8897,1964,
8898,1964,
8899,1968,
8900,1968,
8919,1968,
8920,1972,
8921,1972,
8922,1976,
8923,1976,
8931,1994,
8953,1936,Gold
8958,2002,
8959,1980,
8960,1980,
8961,1992,Silver
8978,1988,
8979,1988,
9006,2014,
9007,2014,
9013,1960,
9071,1948,
9072,1948,
9073,1948,
9075,1976,
9076,1976,
9077,1976,
9112,1988,
9113,1988,
9114,1992,
9115,1992,
9116,1992,
9144,2006,
9155,2006,
9156,2010,
9167,1948,
9168,1948,
9169,1948,
9173,1952,
9174,1952,
9175,1952,
9176,1956,
9177,1956,
9178,1960,
9179,1960,
9180,1960,
9222,2006,
9236,1980,
9237,1980,
9238,1984,
9239,1984,
9240,1988,
9241,1988,
9242,1988,
9243,1992,
9244,1992,
9245,1992,
9271,2002,
9272,2014,
9278,1980,
9279,1980,
9280,1984,
9281,1984,
9282,1984,
9300,2014,Gold
9301,2014,Gold
9308,1932,
9312,1968,Gold
9313,1972,
9314,1972,
9353,1948,
9354,1948,
9386,1988,
9387,1988,
9388,1992,
9389,1984,
9390,1984,Gold
9391,1988,
9392,1988,
9426,1976,
9427,1976,
9428,1976,
9451,1984,
9452,1984,
9485,2014,
9486,2014,
9497,1992,
9498,1992,
9508,2002,
9509,2006,
9510,1964,
9524,1998,
9532,1984,
9539,1924,Silver
9544,1994,
9545,1998,
9546,1998,
9547,1952,
9548,1952,
9549,1952,
9563,2002,
9564,2002,
9565,2002,
9590,1956,
9591,1956,
9592,1964,
9604,1964,
9607,1972,
9608,1972,
9609,1976,
9610,1976,
9669,2010,
9670,2010,
9671,2010,
9672,2010,
9718,2002,
9719,2002,
9720,2002,
9799,1992,
9800,1994,
9805,2006,
9806,2006,
9835,1998,
9836,1998,
9837,1998,
9838,1998,
9839,1998,
9852,1956,
9853,1956,
9854,1956,
9865,1968,
9866,1972,
9868,1972,
9869,1964,
9870,1964,
9871,1964,
9903,1956,
9904,2002,
9929,1924,
9930,1968,
9931,1968,Bronze
9932,1972,Bronze
9933,1972,
9934,1976,
9935,1976,
9936,2014,
9937,2014,
9938,2014,
9939,2014,
9971,2010,Silver
9972,2014,
9973,2014,
9994,1968,
10030,1968,
10041,1956,
10042,1956,
10043,1956,
10044,1956,
10045,2010,
10052,1980,
10053,1980,
10055,1968,
10057,1972,
10058,1976,Gold
10059,1976,
10064,1936,
10065,1988,Bronze
10066,1988,
10070,1994,
10071,1994,
10072,1998,
10073,1998,
10074,1998,
10075,1998,
10076,2002,
10077,2002,
10078,2002,
10097,2014,
10098,2014,
10101,1948,
10105,1956,
10136,1964,
10202,1960,Bronze
10203,1960,
10204,1960,
10205,1960,
10206,1964,
10207,1964,
10208,1964,
10209,1968,
10210,1968,
10211,1968,
10235,2014,
10245,1976,
10246,1976,
10247,1976,
10253,1952,
10257,1988,
10278,1936,
10279,1956,
10280,1956,
10289,1988,Bronze
10296,1972,
10297,1972,
10298,1972,
10309,1928,
10311,2002,
10326,1964,Gold
10339,1952,
10340,1952,
10341,1952,Bronze
10343,2002,
10391,2006,Silver
10392,2010,
10393,2014,
10395,1994,
10396,1994,
10432,2002,
10439,1952,
10440,1956,
10441,1964,
10442,1972,
10443,1972,
10444,1984,
10445,1984,
10452,1994,Silver
10491,1972,
10524,1952,
10528,1976,
10529,1976,
10544,1984,
10545,1984,
10546,1984,
10547,1988,
10548,1988,
10549,1988,
10552,1992,
10553,1992,
10554,1994,
10587,1968,
10588,1968,
10589,1968,
10603,1984,
10657,1952,Silver
10715,1960,Silver
10717,1980,
10718,1984,
10738,1998,Bronze
10739,2002,
10752,1972,
10768,2006,
10769,2006,
10771,2010,
10772,2010,
10799,1992,
10800,1992,
10801,1994,Silver
10802,1994,
10803,1998,Silver
10804,1998,
10805,2002,
10806,2002,
10807,1924,
10808,1994,Silver
10831,1948,
10832,1948,
10833,1952,Bronze
10834,1956,
10835,1956,
10839,2002,
10844,1980,
10845,1984,
10854,1924,Gold
10855,1924,
10856,2002,
10857,2006,
10858,2006,
10859,2006,
10860,2006,
10861,2014,
10872,1968,
10873,1968,Bronze
10874,1968,Gold
10875,1972,
10876,1972,
10877,1972,Bronze
10887,1972,
10888,1972,
10889,1968,
10906,1976,Silver
10907,1992,Bronze
10939,1976,Bronze
10940,1980,
10941,1980,
10943,2002,
10944,2002,
10945,2002,
10946,2002,Gold
10947,2006,
10948,2006,
10953,1936,
10967,1980,Bronze
10968,1980,
10969,1980,Silver
10970,1984,
10971,1984,
10972,1984,
10973,1976,
10974,1976,
10975,1976,
10976,1980,
10977,1980,
10978,1980,Bronze
10979,1984,Silver
10980,1984,
10981,1984,Gold
10985,2014,
10990,1980,
10991,1980,
10992,1984,
10998,1964,
10999,1964,Bronze
11000,1964,
11002,1948,
11003,1948,
11004,1948,
11005,1952,
11008,2006,
11050,1980,
11068,2006,
11076,1936,
11116,1998,
11117,2002,
11154,1998,
11155,2002,Silver
11158,1976,Bronze
11159,1976,Gold
11160,1976,Bronze
11161,1976,Gold
11162,1980,
11173,1968,
11183,1988,
11184,1988,
11185,1992,
11186,1992,
11242,1984,
11245,2014,
11246,2014,
11294,1952,
11295,1956,
11296,1956,
11298,2002,
11299,2006,Gold
11305,1964,
11308,1976,
11309,1980,
11310,1984,
11311,1984,
11312,1998,
11313,2006,
11365,1998,
11366,1998,Bronze
11367,1998,
11368,2002,
11369,2002,
11370,2002,
11371,2002,
11380,2002,
11381,2002,
11382,2006,
11383,2006,
11384,2006,
11385,2006,
11386,2010,
11387,2010,
11388,2010,
11389,2014,
11390,2014,
11391,2014,
11394,2010,
11395,2010,
11396,2010,
11397,2014,
11398,2014,
11399,2014,
11446,1956,
11461,2014,
11462,2014,
11463,2014,
11464,2014,
11465,2014,
11491,1976,
11492,1976,
11513,1992,
11514,1992,
11515,1992,
11516,1992,
11517,1994,
11518,1994,
11578,2002,
11583,2010,
11595,2014,
11653,2006,
11663,1976,
11664,1980,
11674,2010,
11675,2010,
11678,1984,
11685,2014,
11695,1936,
11696,1936,
11697,1936,
11698,1936,
11722,1968,
11723,1968,
11724,1968,Bronze
11725,1968,Bronze
11726,1972,Silver
11727,1972,Gold
11760,1964,
11813,2006,
11814,2010,
11815,2014,
11816,2014,
11817,2014,
11828,2010,
11829,2002,
11831,1992,
11832,1992,
11833,1992,
11834,1994,
11835,1994,
11840,1956,Gold
11852,2006,
11853,2006,
11854,2006,
11855,2010,
11856,2010,
11857,2010,
11858,2010,
11859,2014,
11860,2014,
11861,2014,
11862,2014,
11868,1976,
11869,1992,
11873,1976,Gold
11887,1976,Gold
11892,2010,
11910,2006,
11911,2006,
11912,2006,
11913,2006,
11914,2010,
11915,2010,
11916,2010,
11917,2010,
11918,2010,
11921,1994,
11928,2010,
11975,2002,
11976,1948,
11977,1924,
11980,1964,
11982,1968,
11988,2002,
11989,1988,
11994,1994,
11995,1998,
11996,1998,
11997,1998,
11998,1998,
11999,2002,
12000,1968,
12001,1968,
12002,1968,
12003,1972,
12004,1972,
12005,1976,
12006,1968,Silver
12007,1968,
12008,1972,
12009,1972,
12010,1976,
12011,1976,
12012,1992,
12013,1992,
12014,1994,
12015,1998,
12018,1976,Silver
12019,1980,Silver
12038,2002,
12039,2002,
12063,1964,
12065,1976,
12066,1976,
12093,1956,
12096,2010,
12097,2014,
12107,2014,
12108,2014,
12109,2010,Silver
12110,2014,
12123,2014,
12131,1928,
12132,1928,
12133,1928,
12136,2006,Gold
12142,1998,
12143,1960,
12144,1960,Bronze
12145,2014,
12150,1972,
12151,1972,
12152,2014,
12156,2010,
12157,2014,Silver
12158,2010,Bronze
12159,1932,
12160,1936,
12190,1994,
12224,1994,
12225,1994,
12271,1968,
12272,2002,
12273,1988,
12274,1988,
12275,1988,
12276,1988,
12277,1980,
12278,1968,Silver
12279,1968,
12280,1972,Silver
12281,1972,
12282,1964,
12283,1964,
12290,1928,
12291,1928,
12292,1932,Silver
12346,1936,
12363,1984,
12364,1984,
12365,1988,
12366,1988,
12379,1994,
12380,1998,
12381,1998,
12382,2002,
12383,2002,
12418,1980,
12419,1984,
12440,1988,
12469,1932,
12497,1956,
12558,2010,
12559,2002,Silver
12560,2006,
12561,2010,Bronze
12577,2014,
12599,1932,
12600,1936,Silver
12601,1936,Gold
12605,1992,
12606,1992,
12607,1994,
12608,1994,Silver
12609,1994,
12610,1998,
12611,1998,
12643,1994,
12644,1994,
12645,1994,
12646,1998,Gold
12647,2002,Silver
12666,2006,
12667,2006,
12668,2006,
12669,2006,
12670,2010,
12671,2010,
12672,2010,
12673,2010,
12674,2014,
12675,2014,
12676,2014,
12677,2014,
12678,2014,
12679,2014,
12707,2014,
12715,1948,
12728,2002,
12729,2002,
12730,2002,
12731,2006,
12732,2006,
12733,2006,
12734,2006,
12735,2006,Bronze
12736,2010,
12737,2010,
12738,2010,
12739,2010,
12740,2010,Silver
12741,1992,
12742,1992,
