player_id,City,Event,Sport
4,Calgary,Speed Skating Women's 500 metres,Speed Skating
5,Calgary,"Speed Skating Women's 1,000 metres",Speed Skating
6,Albertville,Speed Skating Women's 500 metres,Speed Skating
7,Albertville,"Speed Skating Women's 1,000 metres",Speed Skating
8,Lillehammer,Speed Skating Women's 500 metres,Speed Skating
9,Lillehammer,"Speed Skating Women's 1,000 metres",Speed Skating
10,Albertville,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
11,Albertville,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
12,Albertville,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
13,Albertville,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
14,Lillehammer,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
15,Lillehammer,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
16,Lillehammer,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
17,Lillehammer,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
18,Albertville,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
19,Albertville,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
20,Albertville,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
21,Albertville,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
22,Lillehammer,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
23,Lillehammer,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
24,Lillehammer,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
25,Lillehammer,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
28,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
30,Lake Placid,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
34,Lillehammer,Biathlon Women's 7.5 kilometres Sprint,Biathlon
40,Sochi,Ice Hockey Men's Ice Hockey,Ice Hockey
59,Albertville,Alpine Skiing Men's Downhill,Alpine Skiing
60,Albertville,Alpine Skiing Men's Super G,Alpine Skiing
61,Albertville,Alpine Skiing Men's Giant Slalom,Alpine Skiing
62,Albertville,Alpine Skiing Men's Slalom,Alpine Skiing
63,Lillehammer,Alpine Skiing Men's Downhill,Alpine Skiing
64,Lillehammer,Alpine Skiing Men's Super G,Alpine Skiing
65,Lillehammer,Alpine Skiing Men's Giant Slalom,Alpine Skiing
66,Lillehammer,Alpine Skiing Men's Slalom,Alpine Skiing
67,Lillehammer,Alpine Skiing Men's Combined,Alpine Skiing
68,Nagano,Alpine Skiing Men's Downhill,Alpine Skiing
69,Nagano,Alpine Skiing Men's Super G,Alpine Skiing
70,Nagano,Alpine Skiing Men's Giant Slalom,Alpine Skiing
71,Nagano,Alpine Skiing Men's Combined,Alpine Skiing
72,Salt Lake City,Alpine Skiing Men's Downhill,Alpine Skiing
73,Salt Lake City,Alpine Skiing Men's Super G,Alpine Skiing
74,Salt Lake City,Alpine Skiing Men's Giant Slalom,Alpine Skiing
75,Salt Lake City,Alpine Skiing Men's Slalom,Alpine Skiing
76,Salt Lake City,Alpine Skiing Men's Combined,Alpine Skiing
77,Torino,Alpine Skiing Men's Downhill,Alpine Skiing
78,Torino,Alpine Skiing Men's Super G,Alpine Skiing
83,Squaw Valley,Speed Skating Men's 500 metres,Speed Skating
84,Squaw Valley,"Speed Skating Men's 1,500 metres",Speed Skating
85,Innsbruck,"Speed Skating Men's 1,500 metres",Speed Skating
87,Sarajevo,Luge Women's Singles,Luge
99,Nagano,Bobsleigh Men's Four,Bobsleigh
110,Oslo,"Speed Skating Men's 1,500 metres",Speed Skating
111,Cortina d'Ampezzo,"Speed Skating Men's 1,500 metres",Speed Skating
112,Cortina d'Ampezzo,"Speed Skating Men's 5,000 metres",Speed Skating
113,Squaw Valley,"Speed Skating Men's 1,500 metres",Speed Skating
114,Squaw Valley,"Speed Skating Men's 5,000 metres",Speed Skating
115,Squaw Valley,"Speed Skating Men's 10,000 metres",Speed Skating
119,Nagano,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
120,Nagano,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
121,Salt Lake City,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
122,Salt Lake City,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
123,Salt Lake City,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
245,Vancouver,Alpine Skiing Men's Giant Slalom,Alpine Skiing
252,Sochi,Alpine Skiing Women's Slalom,Alpine Skiing
265,Innsbruck,Figure Skating Men's Singles,Figure Skating
266,Grenoble,Figure Skating Men's Singles,Figure Skating
276,Vancouver,Figure Skating Men's Singles,Figure Skating
277,Sochi,Figure Skating Men's Singles,Figure Skating
278,Sochi,Figure Skating Mixed Team,Figure Skating
626,Sapporo,Bobsleigh Men's Two,Bobsleigh
627,Sapporo,Bobsleigh Men's Four,Bobsleigh
628,Innsbruck,Bobsleigh Men's Two,Bobsleigh
629,Innsbruck,Bobsleigh Men's Four,Bobsleigh
633,Calgary,Nordic Combined Men's Team,Nordic Combined
634,Calgary,Nordic Combined Men's Individual,Nordic Combined
635,Albertville,Nordic Combined Men's Individual,Nordic Combined
636,Lillehammer,Nordic Combined Men's Team,Nordic Combined
637,Lillehammer,Nordic Combined Men's Individual,Nordic Combined
672,Chamonix,Ice Hockey Men's Ice Hockey,Ice Hockey
673,Oslo,Ice Hockey Men's Ice Hockey,Ice Hockey
674,Innsbruck,Nordic Combined Men's Individual,Nordic Combined
675,Lake Placid,Nordic Combined Men's Individual,Nordic Combined
714,Lake Placid,Biathlon Men's 10 kilometres Sprint,Biathlon
715,Lake Placid,Biathlon Men's 20 kilometres,Biathlon
716,Lake Placid,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
726,Albertville,Freestyle Skiing Men's Moguls,Freestyle Skiing
734,Calgary,Luge Women's Singles,Luge
735,Albertville,Luge Women's Singles,Luge
736,Lillehammer,Luge Women's Singles,Luge
737,Nagano,Luge Women's Singles,Luge
738,Salt Lake City,Luge Women's Singles,Luge
743,Oslo,Alpine Skiing Women's Slalom,Alpine Skiing
778,Nagano,Figure Skating Mixed Pairs,Figure Skating
782,Salt Lake City,Freestyle Skiing Men's Aerials,Freestyle Skiing
783,Torino,Freestyle Skiing Men's Aerials,Freestyle Skiing
784,Vancouver,Freestyle Skiing Men's Aerials,Freestyle Skiing
808,Nagano,Alpine Skiing Women's Giant Slalom,Alpine Skiing
809,Sochi,Alpine Skiing Women's Super G,Alpine Skiing
810,Sochi,Alpine Skiing Women's Giant Slalom,Alpine Skiing
811,Sochi,Alpine Skiing Women's Slalom,Alpine Skiing
815,Calgary,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
816,Calgary,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
817,Calgary,Cross Country Skiing Women's 20 kilometres,Cross Country Skiing
868,Albertville,Alpine Skiing Men's Giant Slalom,Alpine Skiing
869,Albertville,Alpine Skiing Men's Slalom,Alpine Skiing
922,Calgary,Nordic Combined Men's Individual,Nordic Combined
923,Lake Placid,Ice Hockey Men's Ice Hockey,Ice Hockey
924,Sarajevo,Ice Hockey Men's Ice Hockey,Ice Hockey
928,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
935,Sankt Moritz,Ice Hockey Men's Ice Hockey,Ice Hockey
936,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
938,Torino,Alpine Skiing Men's Giant Slalom,Alpine Skiing
939,Torino,Alpine Skiing Men's Slalom,Alpine Skiing
940,Vancouver,Alpine Skiing Men's Giant Slalom,Alpine Skiing
941,Vancouver,Alpine Skiing Men's Slalom,Alpine Skiing
942,Sochi,Alpine Skiing Men's Giant Slalom,Alpine Skiing
943,Sochi,Alpine Skiing Men's Slalom,Alpine Skiing
945,Torino,Freestyle Skiing Men's Aerials,Freestyle Skiing
946,Vancouver,Freestyle Skiing Men's Aerials,Freestyle Skiing
947,Sochi,Freestyle Skiing Men's Aerials,Freestyle Skiing
948,Vancouver,Biathlon Men's 10 kilometres Sprint,Biathlon
949,Vancouver,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
950,Vancouver,Biathlon Men's 20 kilometres,Biathlon
951,Vancouver,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
952,Sochi,Biathlon Men's 10 kilometres Sprint,Biathlon
953,Sochi,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Biathlon
954,Sochi,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
955,Sochi,Biathlon Men's 20 kilometres,Biathlon
956,Sochi,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
960,Lillehammer,Alpine Skiing Men's Slalom,Alpine Skiing
961,Nagano,Alpine Skiing Men's Slalom,Alpine Skiing
967,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
972,Torino,"Speed Skating Women's 1,000 metres",Speed Skating
973,Torino,"Speed Skating Women's 1,500 metres",Speed Skating
974,Torino,Speed Skating Women's Team Pursuit (6 laps),Speed Skating
975,Vancouver,"Speed Skating Women's 1,500 metres",Speed Skating
976,Torino,Cross Country Skiing Men's Sprint,Cross Country Skiing
977,Torino,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
978,Vancouver,Bobsleigh Men's Two,Bobsleigh
979,Vancouver,Bobsleigh Men's Four,Bobsleigh
993,Lillehammer,Figure Skating Women's Singles,Figure Skating
995,Lillehammer,Nordic Combined Men's Team,Nordic Combined
996,Lillehammer,Nordic Combined Men's Individual,Nordic Combined
997,Albertville,Speed Skating Men's 500 metres,Speed Skating
998,Albertville,"Speed Skating Men's 1,000 metres",Speed Skating
999,Nagano,Speed Skating Men's 500 metres,Speed Skating
1000,Nagano,"Speed Skating Men's 1,000 metres",Speed Skating
1001,Salt Lake City,Speed Skating Men's 500 metres,Speed Skating
1002,Salt Lake City,"Speed Skating Men's 1,000 metres",Speed Skating
1050,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
1053,Salt Lake City,Figure Skating Men's Singles,Figure Skating
1130,Lillehammer,Alpine Skiing Women's Slalom,Alpine Skiing
1131,Nagano,Alpine Skiing Women's Slalom,Alpine Skiing
1132,Calgary,Alpine Skiing Men's Slalom,Alpine Skiing
1133,Calgary,Alpine Skiing Men's Combined,Alpine Skiing
1134,Albertville,Alpine Skiing Men's Downhill,Alpine Skiing
1135,Albertville,Alpine Skiing Men's Super G,Alpine Skiing
1136,Albertville,Alpine Skiing Men's Giant Slalom,Alpine Skiing
1137,Albertville,Alpine Skiing Men's Slalom,Alpine Skiing
1138,Albertville,Alpine Skiing Men's Combined,Alpine Skiing
1139,Lillehammer,Alpine Skiing Men's Super G,Alpine Skiing
1140,Lillehammer,Alpine Skiing Men's Giant Slalom,Alpine Skiing
1141,Lillehammer,Alpine Skiing Men's Slalom,Alpine Skiing
1142,Lillehammer,Alpine Skiing Men's Combined,Alpine Skiing
1143,Nagano,Alpine Skiing Men's Super G,Alpine Skiing
1144,Nagano,Alpine Skiing Men's Giant Slalom,Alpine Skiing
1145,Nagano,Alpine Skiing Men's Slalom,Alpine Skiing
1146,Nagano,Alpine Skiing Men's Combined,Alpine Skiing
1147,Salt Lake City,Alpine Skiing Men's Super G,Alpine Skiing
1148,Salt Lake City,Alpine Skiing Men's Combined,Alpine Skiing
1187,Sankt Moritz,Bobsleigh Men's Four,Bobsleigh
1193,Vancouver,Alpine Skiing Men's Giant Slalom,Alpine Skiing
1194,Vancouver,Alpine Skiing Men's Slalom,Alpine Skiing
1206,Sochi,Alpine Skiing Men's Downhill,Alpine Skiing
1207,Sochi,Alpine Skiing Men's Combined,Alpine Skiing
1208,Innsbruck,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
1209,Grenoble,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
1210,Grenoble,Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing
1242,Nagano,Nordic Combined Men's Team,Nordic Combined
1243,Nagano,Nordic Combined Men's Individual,Nordic Combined
1244,Salt Lake City,Nordic Combined Men's Team,Nordic Combined
1245,Salt Lake City,Nordic Combined Men's Individual,Nordic Combined
1246,Salt Lake City,Nordic Combined Men's Sprint,Nordic Combined
1247,Torino,Nordic Combined Men's Team,Nordic Combined
1248,Torino,Nordic Combined Men's Individual,Nordic Combined
1249,Torino,Nordic Combined Men's Sprint,Nordic Combined
1253,Calgary,Bobsleigh Men's Two,Bobsleigh
1254,Albertville,Bobsleigh Men's Two,Bobsleigh
1255,Albertville,Bobsleigh Men's Four,Bobsleigh
1256,Lillehammer,Bobsleigh Men's Two,Bobsleigh
1257,Lillehammer,Bobsleigh Men's Four,Bobsleigh
1258,Lillehammer,Bobsleigh Men's Two,Bobsleigh
1259,Nagano,Bobsleigh Men's Two,Bobsleigh
1260,Salt Lake City,Bobsleigh Men's Four,Bobsleigh
1307,Squaw Valley,Ice Hockey Men's Ice Hockey,Ice Hockey
1308,Torino,Alpine Skiing Women's Giant Slalom,Alpine Skiing
1309,Torino,Alpine Skiing Women's Slalom,Alpine Skiing
1310,Torino,Alpine Skiing Women's Combined,Alpine Skiing
1311,Vancouver,Alpine Skiing Women's Slalom,Alpine Skiing
1326,Lake Placid,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
1327,Garmisch-Partenkirchen,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
1334,Sochi,Ice Hockey Women's Ice Hockey,Ice Hockey
1363,Salt Lake City,Bobsleigh Men's Two,Bobsleigh
1366,Torino,Curling Men's Curling,Curling
1401,Albertville,Biathlon Women's 7.5 kilometres Sprint,Biathlon
1402,Albertville,Biathlon Women's 15 kilometres,Biathlon
1403,Albertville,Biathlon Women's 3 x 7.5 kilometres Relay,Biathlon
1404,Lillehammer,Biathlon Women's 7.5 kilometres Sprint,Biathlon
1405,Lillehammer,Biathlon Women's 15 kilometres,Biathlon
1406,Lillehammer,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
1407,Nagano,Biathlon Women's 7.5 kilometres Sprint,Biathlon
1408,Nagano,Biathlon Women's 15 kilometres,Biathlon
1409,Nagano,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
1412,Sarajevo,Ice Hockey Men's Ice Hockey,Ice Hockey
1413,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
1414,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
1439,Sankt Moritz,Ice Hockey Men's Ice Hockey,Ice Hockey
1454,Sankt Moritz,Figure Skating Women's Singles,Figure Skating
1519,Sochi,Curling Women's Curling,Curling
1601,Calgary,Speed Skating Men's 500 metres,Speed Skating
1602,Calgary,"Speed Skating Men's 1,000 metres",Speed Skating
1603,Calgary,"Speed Skating Men's 1,500 metres",Speed Skating
1604,Albertville,Speed Skating Men's 500 metres,Speed Skating
1605,Albertville,"Speed Skating Men's 1,000 metres",Speed Skating
1606,Albertville,"Speed Skating Men's 1,500 metres",Speed Skating
1607,Lillehammer,Speed Skating Men's 500 metres,Speed Skating
1608,Lillehammer,"Speed Skating Men's 1,000 metres",Speed Skating
1609,Lillehammer,"Speed Skating Men's 1,500 metres",Speed Skating
1610,Nagano,Speed Skating Men's 500 metres,Speed Skating
1611,Nagano,"Speed Skating Men's 1,000 metres",Speed Skating
1612,Nagano,"Speed Skating Men's 1,500 metres",Speed Skating
1613,Lillehammer,"Speed Skating Women's 1,500 metres",Speed Skating
1631,Innsbruck,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
1632,Innsbruck,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
1641,Sochi,Freestyle Skiing Men's Slopestyle,Freestyle Skiing
1689,Innsbruck,Alpine Skiing Men's Giant Slalom,Alpine Skiing
1690,Innsbruck,Alpine Skiing Men's Slalom,Alpine Skiing
1691,Lake Placid,Alpine Skiing Men's Giant Slalom,Alpine Skiing
1720,Vancouver,Bobsleigh Men's Two,Bobsleigh
1721,Vancouver,Bobsleigh Men's Four,Bobsleigh
1791,Chamonix,Nordic Combined Men's Individual,Nordic Combined
1792,Innsbruck,Alpine Skiing Women's Downhill,Alpine Skiing
1793,Innsbruck,Alpine Skiing Women's Giant Slalom,Alpine Skiing
1795,Oslo,Ice Hockey Men's Ice Hockey,Ice Hockey
1799,Lake Placid,Biathlon Men's 10 kilometres Sprint,Biathlon
1800,Lake Placid,Biathlon Men's 20 kilometres,Biathlon
1801,Lake Placid,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
1802,Sarajevo,Biathlon Men's 10 kilometres Sprint,Biathlon
1803,Sarajevo,Biathlon Men's 20 kilometres,Biathlon
1804,Sarajevo,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
1805,Innsbruck,Biathlon Men's 20 kilometres,Biathlon
1806,Innsbruck,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
1873,Grenoble,Alpine Skiing Men's Slalom,Alpine Skiing
1885,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
1892,Salt Lake City,Bobsleigh Men's Four,Bobsleigh
1896,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
1897,Torino,Ice Hockey Men's Ice Hockey,Ice Hockey
1898,Torino,Bobsleigh Men's Four,Bobsleigh
1911,Sochi,Alpine Skiing Men's Slalom,Alpine Skiing
1915,Sochi,Freestyle Skiing Women's Halfpipe,Freestyle Skiing
1926,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
1927,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
1951,Chamonix,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
1952,Chamonix,Cross Country Skiing Men's 18 kilometres,Cross Country Skiing
1953,Chamonix,Nordic Combined Men's Individual,Nordic Combined
1957,Sochi,Alpine Skiing Women's Giant Slalom,Alpine Skiing
1958,Sochi,Alpine Skiing Women's Slalom,Alpine Skiing
1962,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
1963,Torino,Ice Hockey Men's Ice Hockey,Ice Hockey
1964,Vancouver,Ice Hockey Men's Ice Hockey,Ice Hockey
1999,Innsbruck,Alpine Skiing Men's Downhill,Alpine Skiing
2000,Innsbruck,Alpine Skiing Men's Giant Slalom,Alpine Skiing
2001,Innsbruck,Alpine Skiing Men's Slalom,Alpine Skiing
2013,Sochi,Figure Skating Mixed Ice Dancing,Figure Skating
2020,Torino,Figure Skating Mixed Pairs,Figure Skating
2027,Innsbruck,Bobsleigh Men's Two,Bobsleigh
2028,Innsbruck,Bobsleigh Men's Four,Bobsleigh
2039,Cortina d'Ampezzo,Ice Hockey Men's Ice Hockey,Ice Hockey
2040,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
2053,Lake Placid,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
2071,Squaw Valley,Biathlon Men's 20 kilometres,Biathlon
2102,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
2103,Oslo,Alpine Skiing Women's Downhill,Alpine Skiing
2104,Oslo,Alpine Skiing Women's Giant Slalom,Alpine Skiing
2105,Oslo,Alpine Skiing Women's Slalom,Alpine Skiing
2106,Cortina d'Ampezzo,Alpine Skiing Women's Downhill,Alpine Skiing
2107,Cortina d'Ampezzo,Alpine Skiing Women's Giant Slalom,Alpine Skiing
2108,Cortina d'Ampezzo,Alpine Skiing Women's Slalom,Alpine Skiing
2126,Torino,Ice Hockey Women's Ice Hockey,Ice Hockey
2127,Vancouver,Ice Hockey Women's Ice Hockey,Ice Hockey
2128,Sochi,Ice Hockey Women's Ice Hockey,Ice Hockey
2138,Torino,Figure Skating Mixed Ice Dancing,Figure Skating
2139,Vancouver,Figure Skating Mixed Ice Dancing,Figure Skating
2149,Innsbruck,Bobsleigh Men's Two,Bobsleigh
2150,Innsbruck,Bobsleigh Men's Four,Bobsleigh
2157,Sochi,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
2158,Sochi,Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing
2285,Salt Lake City,Bobsleigh Men's Two,Bobsleigh
2302,Torino,Alpine Skiing Men's Giant Slalom,Alpine Skiing
2320,Torino,Snowboarding Men's Halfpipe,Snowboarding
2363,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
2370,Sarajevo,Nordic Combined Men's Individual,Nordic Combined
2390,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
2391,Lake Placid,Ice Hockey Men's Ice Hockey,Ice Hockey
2395,Nagano,Ice Hockey Women's Ice Hockey,Ice Hockey
2396,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
2397,Chamonix,Curling Men's Curling,Curling
2398,Sarajevo,Ice Hockey Men's Ice Hockey,Ice Hockey
2431,Oslo,Alpine Skiing Women's Giant Slalom,Alpine Skiing
2432,Oslo,Alpine Skiing Women's Slalom,Alpine Skiing
2520,Albertville,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
2521,Albertville,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
2522,Albertville,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
2523,Albertville,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
2524,Lillehammer,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
2525,Lillehammer,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
2526,Lillehammer,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
2527,Nagano,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
2528,Nagano,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
2529,Nagano,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
2530,Nagano,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
2531,Sarajevo,Ice Hockey Men's Ice Hockey,Ice Hockey
2543,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
2549,Lillehammer,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2550,Lillehammer,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2551,Lillehammer,"Ski Jumping Men's Large Hill, Team",Ski Jumping
2552,Nagano,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2553,Nagano,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2554,Nagano,"Ski Jumping Men's Large Hill, Team",Ski Jumping
2555,Salt Lake City,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2556,Salt Lake City,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2557,Salt Lake City,"Ski Jumping Men's Large Hill, Team",Ski Jumping
2558,Torino,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2559,Torino,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2560,Torino,"Ski Jumping Men's Large Hill, Team",Ski Jumping
2561,Vancouver,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2562,Vancouver,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2563,Sochi,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2564,Sochi,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2565,Sochi,"Ski Jumping Men's Large Hill, Team",Ski Jumping
2568,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
2588,Oslo,Bobsleigh Men's Four,Bobsleigh
2589,Cortina d'Ampezzo,Bobsleigh Men's Four,Bobsleigh
2595,Torino,Alpine Skiing Women's Giant Slalom,Alpine Skiing
2596,Torino,Alpine Skiing Women's Slalom,Alpine Skiing
2622,Garmisch-Partenkirchen,Bobsleigh Men's Four,Bobsleigh
2670,Calgary,Alpine Skiing Women's Giant Slalom,Alpine Skiing
2671,Calgary,Alpine Skiing Women's Slalom,Alpine Skiing
2681,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
2682,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
2683,Innsbruck,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2684,Innsbruck,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2685,Grenoble,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2686,Grenoble,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2697,Vancouver,Freestyle Skiing Women's Aerials,Freestyle Skiing
2707,Sankt Moritz,Bobsleigh Men's Four,Bobsleigh
2708,Sankt Moritz,Bobsleigh Men's Four,Bobsleigh
2729,Sarajevo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
2730,Sarajevo,Alpine Skiing Men's Slalom,Alpine Skiing
2731,Calgary,Alpine Skiing Men's Giant Slalom,Alpine Skiing
2732,Calgary,Alpine Skiing Men's Slalom,Alpine Skiing
2742,Sarajevo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
2743,Sarajevo,Alpine Skiing Men's Slalom,Alpine Skiing
2744,Albertville,Alpine Skiing Men's Super G,Alpine Skiing
2745,Albertville,Alpine Skiing Men's Giant Slalom,Alpine Skiing
2746,Albertville,Alpine Skiing Men's Slalom,Alpine Skiing
2777,Lake Placid,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
2778,Lake Placid,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
2847,Sapporo,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
2848,Albertville,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
2849,Lillehammer,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
2856,Squaw Valley,Ice Hockey Men's Ice Hockey,Ice Hockey
2889,Grenoble,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
2890,Grenoble,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
2891,Grenoble,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
2892,Grenoble,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
2898,Sarajevo,Bobsleigh Men's Four,Bobsleigh
2909,Squaw Valley,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
2910,Innsbruck,Biathlon Men's 20 kilometres,Biathlon
2916,Innsbruck,Bobsleigh Men's Two,Bobsleigh
2917,Calgary,Bobsleigh Men's Two,Bobsleigh
2918,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
2920,Sarajevo,Figure Skating Men's Singles,Figure Skating
2932,Nagano,Biathlon Women's 7.5 kilometres Sprint,Biathlon
2933,Nagano,Biathlon Women's 15 kilometres,Biathlon
2934,Nagano,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
2935,Salt Lake City,Biathlon Women's 15 kilometres,Biathlon
2936,Salt Lake City,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
2937,Torino,Biathlon Women's 7.5 kilometres Sprint,Biathlon
2938,Torino,Biathlon Women's 10 kilometres Pursuit,Biathlon
2939,Torino,Biathlon Women's 12.5 kilometres Mass Start,Biathlon
2940,Torino,Biathlon Women's 15 kilometres,Biathlon
2941,Torino,Biathlon Women's 4 x 6 kilometres Relay,Biathlon
2956,Sochi,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
2957,Sochi,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
2971,Nagano,Alpine Skiing Women's Slalom,Alpine Skiing
2972,Salt Lake City,Alpine Skiing Women's Giant Slalom,Alpine Skiing
2973,Salt Lake City,Alpine Skiing Women's Slalom,Alpine Skiing
3000,Grenoble,Ice Hockey Men's Ice Hockey,Ice Hockey
3001,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
3002,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
3009,Lake Placid,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
