player_id,City,Event,Sport
27770,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
27774,Sankt Moritz,Alpine Skiing Men's Downhill,Alpine Skiing
27775,Sankt Moritz,Alpine Skiing Men's Slalom,Alpine Skiing
27776,Sankt Moritz,Alpine Skiing Men's Combined,Alpine Skiing
27778,Cortina d'Ampezzo,Alpine Skiing Men's Downhill,Alpine Skiing
27779,Cortina d'Ampezzo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
27780,Cortina d'Ampezzo,Alpine Skiing Men's Slalom,Alpine Skiing
27781,Squaw Valley,Alpine Skiing Men's Downhill,Alpine Skiing
27782,Squaw Valley,Alpine Skiing Men's Giant Slalom,Alpine Skiing
27783,Squaw Valley,Alpine Skiing Men's Slalom,Alpine Skiing
27786,Garmisch-Partenkirchen,Bobsleigh Men's Two,Bobsleigh
27787,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
27788,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
27789,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
27790,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
27795,Albertville,Biathlon Women's 7.5 kilometres Sprint,Biathlon
27796,Albertville,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
27797,Albertville,Biathlon Women's 15 kilometres,Biathlon
27798,Albertville,Cross Country Skiing Women's 15 kilometres,Cross Country Skiing
27799,Albertville,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
27800,Lillehammer,Biathlon Women's 7.5 kilometres Sprint,Biathlon
27801,Lillehammer,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
27802,Nagano,Biathlon Women's 15 kilometres,Biathlon
27810,Nagano,Snowboarding Men's Giant Slalom,Snowboarding
27811,Salt Lake City,Snowboarding Men's Parallel Giant Slalom,Snowboarding
27812,Torino,Snowboarding Men's Parallel Giant Slalom,Snowboarding
27813,Vancouver,Snowboarding Men's Parallel Giant Slalom,Snowboarding
27823,Sochi,Biathlon Men's 10 kilometres Sprint,Biathlon
27824,Sochi,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
27825,Sochi,Biathlon Men's 15 kilometres Mass Start,Biathlon
27826,Sochi,Biathlon Men's 20 kilometres,Biathlon
27827,Sochi,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
27828,Vancouver,Biathlon Men's 20 kilometres,Biathlon
27829,Vancouver,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
27830,Sochi,Biathlon Men's 10 kilometres Sprint,Biathlon
27831,Sochi,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
27832,Sochi,Biathlon Men's 20 kilometres,Biathlon
27833,Sochi,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
27834,Lake Placid,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
27835,Lake Placid,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
27836,Calgary,Cross Country Skiing Women's 20 kilometres,Cross Country Skiing
27838,Lake Placid,Nordic Combined Men's Individual,Nordic Combined
27839,Sarajevo,Nordic Combined Men's Individual,Nordic Combined
27840,Calgary,Nordic Combined Men's Team,Nordic Combined
27841,Calgary,Nordic Combined Men's Individual,Nordic Combined
27843,Torino,"Speed Skating Men's 1,500 metres",Speed Skating
27844,Torino,Speed Skating Men's Team Pursuit (8 laps),Speed Skating
27845,Vancouver,"Speed Skating Men's 1,000 metres",Speed Skating
27846,Vancouver,"Speed Skating Men's 1,500 metres",Speed Skating
27847,Vancouver,"Speed Skating Men's 5,000 metres",Speed Skating
27848,Vancouver,"Speed Skating Men's 10,000 metres",Speed Skating
27849,Vancouver,Speed Skating Men's Team Pursuit (8 laps),Speed Skating
27850,Sochi,"Speed Skating Men's 1,000 metres",Speed Skating
27851,Sochi,"Speed Skating Men's 1,500 metres",Speed Skating
27852,Sochi,"Speed Skating Men's 5,000 metres",Speed Skating
27853,Sochi,Speed Skating Men's Team Pursuit (8 laps),Speed Skating
27854,Vancouver,"Speed Skating Women's 1,000 metres",Speed Skating
27855,Vancouver,"Speed Skating Women's 1,500 metres",Speed Skating
27856,Sochi,"Speed Skating Women's 1,500 metres",Speed Skating
27857,Sochi,Speed Skating Women's Team Pursuit (6 laps),Speed Skating
27862,Oslo,Figure Skating Mixed Pairs,Figure Skating
27875,Sapporo,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
27876,Sapporo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
27877,Innsbruck,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
27878,Innsbruck,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
27879,Lake Placid,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
27880,Lake Placid,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
27881,Lake Placid,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
27882,Lake Placid,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
27883,Sarajevo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
27884,Calgary,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
27885,Calgary,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
27900,Nagano,Nordic Combined Men's Team,Nordic Combined
27946,Sochi,Alpine Skiing Men's Giant Slalom,Alpine Skiing
27947,Sochi,Alpine Skiing Men's Slalom,Alpine Skiing
27948,Garmisch-Partenkirchen,Alpine Skiing Men's Combined,Alpine Skiing
27960,Nagano,Alpine Skiing Women's Downhill,Alpine Skiing
27961,Nagano,Alpine Skiing Women's Super G,Alpine Skiing
27962,Salt Lake City,Alpine Skiing Women's Downhill,Alpine Skiing
27963,Salt Lake City,Alpine Skiing Women's Super G,Alpine Skiing
27969,Lillehammer,Short Track Speed Skating Men's 500 metres,Short Track Speed Skating
27970,Lillehammer,"Short Track Speed Skating Men's 1,000 metres",Short Track Speed Skating
27971,Lillehammer,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
27972,Nagano,Short Track Speed Skating Men's 500 metres,Short Track Speed Skating
27973,Nagano,"Short Track Speed Skating Men's 1,000 metres",Short Track Speed Skating
27974,Nagano,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
27975,Salt Lake City,Short Track Speed Skating Men's 500 metres,Short Track Speed Skating
27976,Salt Lake City,"Short Track Speed Skating Men's 1,000 metres",Short Track Speed Skating
27977,Salt Lake City,"Short Track Speed Skating Men's 1,500 metres",Short Track Speed Skating
27978,Salt Lake City,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
27979,Nagano,Figure Skating Mixed Pairs,Figure Skating
27989,Vancouver,"Speed Skating Women's 1,000 metres",Speed Skating
27996,Garmisch-Partenkirchen,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
27997,Oslo,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
27998,Cortina d'Ampezzo,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28008,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
28017,Nagano,Freestyle Skiing Women's Moguls,Freestyle Skiing
28018,Salt Lake City,Freestyle Skiing Women's Moguls,Freestyle Skiing
28096,Torino,Freestyle Skiing Men's Aerials,Freestyle Skiing
28163,Salt Lake City,Alpine Skiing Men's Downhill,Alpine Skiing
28164,Salt Lake City,Alpine Skiing Men's Super G,Alpine Skiing
28165,Salt Lake City,Alpine Skiing Men's Combined,Alpine Skiing
28166,Torino,Alpine Skiing Men's Downhill,Alpine Skiing
28167,Vancouver,Alpine Skiing Men's Downhill,Alpine Skiing
28168,Vancouver,Alpine Skiing Men's Super G,Alpine Skiing
28184,Lillehammer,Freestyle Skiing Women's Aerials,Freestyle Skiing
28185,Nagano,Freestyle Skiing Women's Aerials,Freestyle Skiing
28193,Lake Placid,Luge Women's Singles,Luge
28210,Vancouver,Alpine Skiing Men's Combined,Alpine Skiing
28235,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
28236,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
28237,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
28242,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
28243,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
28244,Sapporo,Luge Mixed (Men)'s Doubles,Luge
28245,Innsbruck,Luge Mixed (Men)'s Doubles,Luge
28246,Lake Placid,Luge Mixed (Men)'s Doubles,Luge
28250,Sochi,Cross Country Skiing Men's Sprint,Cross Country Skiing
28251,Innsbruck,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28252,Innsbruck,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
28265,Albertville,Freestyle Skiing Men's Moguls,Freestyle Skiing
28275,Sarajevo,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
28276,Sarajevo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
28277,Sarajevo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
28280,Lillehammer,Biathlon Men's 10 kilometres Sprint,Biathlon
28281,Lillehammer,Biathlon Men's 20 kilometres,Biathlon
28282,Lillehammer,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
28284,Cortina d'Ampezzo,Bobsleigh Men's Four,Bobsleigh
28286,Innsbruck,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28287,Innsbruck,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
28288,Cortina d'Ampezzo,Ice Hockey Men's Ice Hockey,Ice Hockey
28289,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
28299,Nagano,Biathlon Women's 7.5 kilometres Sprint,Biathlon
28300,Nagano,Biathlon Women's 15 kilometres,Biathlon
28301,Nagano,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
28302,Salt Lake City,Biathlon Women's 7.5 kilometres Sprint,Biathlon
28303,Salt Lake City,Biathlon Women's 15 kilometres,Biathlon
28304,Salt Lake City,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
28305,Torino,Biathlon Women's 7.5 kilometres Sprint,Biathlon
28306,Torino,Biathlon Women's 10 kilometres Pursuit,Biathlon
28307,Torino,Biathlon Women's 15 kilometres,Biathlon
28308,Torino,Biathlon Women's 4 x 6 kilometres Relay,Biathlon
28309,Vancouver,Biathlon Women's 7.5 kilometres Sprint,Biathlon
28310,Vancouver,Biathlon Women's 15 kilometres,Biathlon
28311,Vancouver,Biathlon Women's 4 x 6 kilometres Relay,Biathlon
28312,Lillehammer,Bobsleigh Men's Four,Bobsleigh
28346,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
28347,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
28362,Albertville,Freestyle Skiing Men's Moguls,Freestyle Skiing
28363,Lillehammer,Freestyle Skiing Men's Moguls,Freestyle Skiing
28364,Nagano,Freestyle Skiing Men's Moguls,Freestyle Skiing
28365,Salt Lake City,Freestyle Skiing Men's Moguls,Freestyle Skiing
28372,Calgary,Figure Skating Mixed Pairs,Figure Skating
28373,Albertville,Figure Skating Mixed Pairs,Figure Skating
28374,Lillehammer,Figure Skating Mixed Pairs,Figure Skating
28392,Sochi,Snowboarding Men's Slopestyle,Snowboarding
28393,Sarajevo,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28394,Sochi,Freestyle Skiing Men's Slopestyle,Freestyle Skiing
28424,Torino,Nordic Combined Men's Team,Nordic Combined
28425,Torino,Nordic Combined Men's Individual,Nordic Combined
28426,Vancouver,"Nordic Combined Men's Normal Hill / 10 km, Individual",Nordic Combined
28427,Vancouver,"Nordic Combined Men's Large Hill / 10 km, Individual",Nordic Combined
28428,Vancouver,Nordic Combined Men's Team,Nordic Combined
28429,Sochi,"Nordic Combined Men's Normal Hill / 10 km, Individual",Nordic Combined
28430,Sochi,"Nordic Combined Men's Large Hill / 10 km, Individual",Nordic Combined
28431,Sochi,Nordic Combined Men's Team,Nordic Combined
28433,Torino,Alpine Skiing Men's Slalom,Alpine Skiing
28434,Torino,Alpine Skiing Men's Combined,Alpine Skiing
28435,Vancouver,Alpine Skiing Men's Downhill,Alpine Skiing
28436,Vancouver,Alpine Skiing Men's Super G,Alpine Skiing
28453,Garmisch-Partenkirchen,Bobsleigh Men's Four,Bobsleigh
28462,Oslo,Figure Skating Mixed Pairs,Figure Skating
28463,Innsbruck,Bobsleigh Men's Two,Bobsleigh
28464,Innsbruck,Bobsleigh Men's Four,Bobsleigh
28478,Lillehammer,Nordic Combined Men's Team,Nordic Combined
28479,Lillehammer,Nordic Combined Men's Individual,Nordic Combined
28485,Sankt Moritz,Cross Country Skiing Men's 18 kilometres,Cross Country Skiing
28487,Calgary,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
28488,Calgary,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
28489,Albertville,Cross Country Skiing Women's 15 kilometres,Cross Country Skiing
28490,Lillehammer,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
28491,Lillehammer,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
28492,Lillehammer,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
28493,Lillehammer,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
28494,Grenoble,Speed Skating Men's 500 metres,Speed Skating
28495,Grenoble,"Speed Skating Men's 1,500 metres",Speed Skating
28496,Sapporo,Speed Skating Men's 500 metres,Speed Skating
28497,Sapporo,"Speed Skating Men's 1,500 metres",Speed Skating
28499,Salt Lake City,Alpine Skiing Women's Downhill,Alpine Skiing
28546,Torino,Snowboarding Women's Halfpipe,Snowboarding
28547,Torino,Snowboarding Women's Boardercross,Snowboarding
28548,Vancouver,Snowboarding Women's Halfpipe,Snowboarding
28558,Vancouver,Biathlon Men's 10 kilometres Sprint,Biathlon
28581,Sankt Moritz,Alpine Skiing Men's Downhill,Alpine Skiing
28582,Sankt Moritz,Alpine Skiing Men's Slalom,Alpine Skiing
28583,Sankt Moritz,Alpine Skiing Men's Combined,Alpine Skiing
28613,Lake Placid,Biathlon Men's 10 kilometres Sprint,Biathlon
28614,Lake Placid,Biathlon Men's 20 kilometres,Biathlon
28652,Vancouver,Bobsleigh Men's Four,Bobsleigh
28655,Albertville,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28656,Albertville,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
28657,Albertville,"Ski Jumping Men's Large Hill, Team",Ski Jumping
28658,Lillehammer,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28659,Lillehammer,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
28660,Lillehammer,"Ski Jumping Men's Large Hill, Team",Ski Jumping
28661,Nagano,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28662,Calgary,Nordic Combined Men's Team,Nordic Combined
28663,Calgary,Nordic Combined Men's Individual,Nordic Combined
28672,Grenoble,Luge Mixed (Men)'s Doubles,Luge
28673,Sapporo,Luge Mixed (Men)'s Doubles,Luge
28695,Albertville,Figure Skating Mixed Ice Dancing,Figure Skating
28698,Sochi,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
28701,Innsbruck,Bobsleigh Men's Four,Bobsleigh
28726,Garmisch-Partenkirchen,Bobsleigh Men's Two,Bobsleigh
28759,Sankt Moritz,Ice Hockey Men's Ice Hockey,Ice Hockey
28778,Vancouver,Alpine Skiing Women's Giant Slalom,Alpine Skiing
28801,Chamonix,Military Ski Patrol Men's Military Ski Patrol,Military Ski Patrol
28816,Vancouver,Ice Hockey Women's Ice Hockey,Ice Hockey
28818,Innsbruck,Luge Men's Singles,Luge
28819,Innsbruck,Luge Mixed (Men)'s Doubles,Luge
28820,Lake Placid,Luge Men's Singles,Luge
28821,Lake Placid,Luge Mixed (Men)'s Doubles,Luge
28822,Garmisch-Partenkirchen,Ice Hockey Men's Ice Hockey,Ice Hockey
28823,Sapporo,Alpine Skiing Men's Downhill,Alpine Skiing
28824,Sapporo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
28825,Sapporo,Alpine Skiing Men's Slalom,Alpine Skiing
28836,Oslo,Cross Country Skiing Men's 18 kilometres,Cross Country Skiing
28837,Oslo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
28838,Cortina d'Ampezzo,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
28839,Cortina d'Ampezzo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
28840,Cortina d'Ampezzo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
28841,Squaw Valley,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
28842,Squaw Valley,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
28843,Squaw Valley,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
28844,Squaw Valley,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
28845,Nagano,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28846,Nagano,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
28847,Nagano,"Ski Jumping Men's Large Hill, Team",Ski Jumping
28854,Lillehammer,Freestyle Skiing Men's Aerials,Freestyle Skiing
28881,Innsbruck,Bobsleigh Men's Four,Bobsleigh
28900,Nagano,Freestyle Skiing Women's Aerials,Freestyle Skiing
28901,Salt Lake City,Freestyle Skiing Women's Aerials,Freestyle Skiing
28918,Torino,Nordic Combined Men's Team,Nordic Combined
28919,Torino,"Ski Jumping Men's Large Hill, Team",Ski Jumping
28920,Torino,Nordic Combined Men's Sprint,Nordic Combined
28921,Sochi,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
28922,Sochi,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
28975,Vancouver,Snowboarding Men's Halfpipe,Snowboarding
28976,Sochi,Snowboarding Men's Halfpipe,Snowboarding
28977,Nagano,Speed Skating Men's 500 metres,Speed Skating
28978,Nagano,"Speed Skating Men's 1,000 metres",Speed Skating
28979,Nagano,"Speed Skating Men's 1,500 metres",Speed Skating
28980,Salt Lake City,Speed Skating Men's 500 metres,Speed Skating
28981,Salt Lake City,"Speed Skating Men's 1,000 metres",Speed Skating
28982,Salt Lake City,"Speed Skating Men's 1,500 metres",Speed Skating
29012,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
29021,Squaw Valley,Figure Skating Men's Singles,Figure Skating
29027,Sarajevo,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
29028,Sarajevo,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
29029,Calgary,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
29030,Calgary,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
29031,Albertville,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
29032,Albertville,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
29038,Nagano,Alpine Skiing Men's Downhill,Alpine Skiing
29039,Nagano,Alpine Skiing Men's Super G,Alpine Skiing
29040,Nagano,Alpine Skiing Men's Combined,Alpine Skiing
29041,Vancouver,Figure Skating Men's Singles,Figure Skating
29042,Sochi,Figure Skating Men's Singles,Figure Skating
29048,Torino,Cross Country Skiing Men's Sprint,Cross Country Skiing
29049,Calgary,Luge Men's Singles,Luge
29050,Calgary,Luge Mixed (Men)'s Doubles,Luge
29055,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
29056,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
29057,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
29058,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
29061,Vancouver,"Speed Skating Men's 1,500 metres",Speed Skating
29062,Albertville,Biathlon Women's 7.5 kilometres Sprint,Biathlon
29063,Albertville,Biathlon Women's 15 kilometres,Biathlon
29064,Albertville,Biathlon Women's 3 x 7.5 kilometres Relay,Biathlon
29065,Lillehammer,Biathlon Women's 7.5 kilometres Sprint,Biathlon
29066,Lillehammer,Biathlon Women's 15 kilometres,Biathlon
29067,Lillehammer,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
29068,Nagano,Biathlon Women's 7.5 kilometres Sprint,Biathlon
29069,Nagano,Biathlon Women's 15 kilometres,Biathlon
29073,Nagano,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
29074,Nagano,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
29075,Nagano,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
29076,Salt Lake City,Biathlon Women's 7.5 kilometres Sprint,Biathlon
29077,Salt Lake City,Biathlon Women's 10 kilometres Pursuit,Biathlon
29078,Salt Lake City,Biathlon Women's 15 kilometres,Biathlon
29079,Torino,Biathlon Women's 7.5 kilometres Sprint,Biathlon
29080,Torino,Biathlon Women's 10 kilometres Pursuit,Biathlon
29081,Torino,Biathlon Women's 15 kilometres,Biathlon
29082,Torino,Biathlon Women's 4 x 6 kilometres Relay,Biathlon
29083,Vancouver,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
29093,Albertville,Biathlon Men's 10 kilometres Sprint,Biathlon
29094,Albertville,Biathlon Men's 20 kilometres,Biathlon
29095,Albertville,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
29096,Lillehammer,Biathlon Men's 10 kilometres Sprint,Biathlon
29097,Lillehammer,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
29098,Nagano,Biathlon Men's 10 kilometres Sprint,Biathlon
29099,Nagano,Biathlon Men's 20 kilometres,Biathlon
29100,Nagano,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
29101,Salt Lake City,Biathlon Men's 10 kilometres Sprint,Biathlon
29102,Salt Lake City,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
29103,Salt Lake City,Biathlon Men's 20 kilometres,Biathlon
29104,Salt Lake City,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
29105,Torino,Biathlon Men's 10 kilometres Sprint,Biathlon
29106,Torino,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
29107,Torino,Biathlon Men's 15 kilometres Mass Start,Biathlon
29108,Torino,Biathlon Men's 20 kilometres,Biathlon
29109,Torino,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
29110,Vancouver,Biathlon Men's 10 kilometres Sprint,Biathlon
29111,Vancouver,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
29112,Vancouver,Biathlon Men's 20 kilometres,Biathlon
29113,Vancouver,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
29124,Sankt Moritz,Cross Country Skiing Men's 18 kilometres,Cross Country Skiing
29125,Oslo,Cross Country Skiing Men's 18 kilometres,Cross Country Skiing
29139,Sapporo,Bobsleigh Men's Four,Bobsleigh
29148,Garmisch-Partenkirchen,Bobsleigh Men's Two,Bobsleigh
29149,Garmisch-Partenkirchen,Bobsleigh Men's Four,Bobsleigh
29192,Albertville,Figure Skating Mixed Pairs,Figure Skating
29201,Salt Lake City,Alpine Skiing Women's Slalom,Alpine Skiing
29202,Salt Lake City,Alpine Skiing Women's Combined,Alpine Skiing
29208,Torino,Snowboarding Women's Halfpipe,Snowboarding
29209,Vancouver,Snowboarding Women's Halfpipe,Snowboarding
29210,Sochi,Snowboarding Women's Slopestyle,Snowboarding
29211,Sochi,Snowboarding Women's Halfpipe,Snowboarding
29212,Sochi,Snowboarding Women's Boardercross,Snowboarding
29234,Vancouver,Alpine Skiing Women's Giant Slalom,Alpine Skiing
29235,Sochi,Alpine Skiing Women's Giant Slalom,Alpine Skiing
29236,Sochi,Alpine Skiing Women's Slalom,Alpine Skiing
29237,Sochi,Alpine Skiing Women's Combined,Alpine Skiing
29240,Sochi,Alpine Skiing Men's Giant Slalom,Alpine Skiing
29266,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
29283,Salt Lake City,Cross Country Skiing Men's Sprint,Cross Country Skiing
29284,Torino,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
29285,Torino,Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing
29330,Grenoble,Alpine Skiing Men's Downhill,Alpine Skiing
29331,Grenoble,Alpine Skiing Men's Giant Slalom,Alpine Skiing
29332,Grenoble,Alpine Skiing Men's Slalom,Alpine Skiing
29362,Sarajevo,Bobsleigh Men's Four,Bobsleigh
29366,Salt Lake City,Speed Skating Men's 500 metres,Speed Skating
29368,Nagano,Ice Hockey Women's Ice Hockey,Ice Hockey
29369,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
29378,Sapporo,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
29379,Sapporo,Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing
29380,Sochi,Luge Women's Singles,Luge
29401,Sarajevo,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
29402,Lillehammer,Figure Skating Men's Singles,Figure Skating
29403,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
29423,Garmisch-Partenkirchen,Bobsleigh Men's Two,Bobsleigh
29424,Garmisch-Partenkirchen,Bobsleigh Men's Four,Bobsleigh
29427,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
29428,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
29436,Innsbruck,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
29437,Innsbruck,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
29438,Innsbruck,Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing
29450,Albertville,Alpine Skiing Women's Super G,Alpine Skiing
29451,Albertville,Alpine Skiing Women's Giant Slalom,Alpine Skiing
29459,Oslo,"Speed Skating Men's 5,000 metres",Speed Skating
29460,Oslo,"Speed Skating Men's 10,000 metres",Speed Skating
29465,Nagano,Alpine Skiing Men's Super G,Alpine Skiing
29466,Nagano,Alpine Skiing Men's Giant Slalom,Alpine Skiing
29467,Nagano,Alpine Skiing Men's Combined,Alpine Skiing
29468,Vancouver,Cross Country Skiing Women's Sprint,Cross Country Skiing
29469,Sochi,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
29470,Sochi,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
29471,Sochi,Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing
29472,Sochi,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
29488,Sarajevo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
29489,Calgary,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
29490,Calgary,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
29503,Cortina d'Ampezzo,Alpine Skiing Men's Downhill,Alpine Skiing
29506,Sochi,Snowboarding Women's Boardercross,Snowboarding
29507,Squaw Valley,Alpine Skiing Men's Downhill,Alpine Skiing
29508,Squaw Valley,Alpine Skiing Men's Giant Slalom,Alpine Skiing
29509,Squaw Valley,Alpine Skiing Men's Slalom,Alpine Skiing
29510,Innsbruck,Alpine Skiing Men's Giant Slalom,Alpine Skiing
29511,Innsbruck,Alpine Skiing Men's Slalom,Alpine Skiing
29512,Sankt Moritz,Figure Skating Women's Singles,Figure Skating
29516,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
29532,Garmisch-Partenkirchen,Nordic Combined Men's Individual,Nordic Combined
29533,Garmisch-Partenkirchen,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
29534,Garmisch-Partenkirchen,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
29537,Torino,Cross Country Skiing Men's Sprint,Cross Country Skiing
29538,Torino,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
29539,Torino,Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing
